CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF;REGIAO
3567;2913309;ICHU;Ichu;BA;NORDESTE
3569;2913408;IGAPORÃ;Igaporã;BA;NORDESTE
3571;2913507;IGUAÍ;Iguaí;BA;NORDESTE
3573;2913606;ILHÉUS;Ilhéus;BA;NORDESTE
3575;2913705;INHAMBUPE;Inhambupe;BA;NORDESTE
3577;2913804;IPECAETÁ;Ipecaetá;BA;NORDESTE
3579;2913903;IPIAÚ;Ipiaú;BA;NORDESTE
3581;2914000;IPIRÁ;Ipirá;BA;NORDESTE
3583;2914109;IPUPIARA;Ipupiara;BA;NORDESTE
3585;2914208;IRAJUBA;Irajuba;BA;NORDESTE
3587;2914307;IRAMAIA;Iramaia;BA;NORDESTE
3589;2914406;IRAQUARA;Iraquara;BA;NORDESTE
3591;2914505;IRARÁ;Irará;BA;NORDESTE
3593;2914604;IRECÊ;Irecê;BA;NORDESTE
3595;2914703;ITABERABA;Itaberaba;BA;NORDESTE
3597;2914802;ITABUNA;Itabuna;BA;NORDESTE
3599;2914901;ITACARÉ;Itacaré;BA;NORDESTE
3601;2915007;ITAETÉ;Itaeté;BA;NORDESTE
3603;2915106;ITAGI;Itagi;BA;NORDESTE
3605;2915205;ITAGIBÁ;Itagibá;BA;NORDESTE
3607;2915304;ITAGIMIRIM;Itagimirim;BA;NORDESTE
3609;2915403;ITAJU DO COLÔNIA;Itaju do Colônia;BA;NORDESTE
3611;2915502;ITAJUÍPE;Itajuípe;BA;NORDESTE
3613;2915601;ITAMARAJU;Itamaraju;BA;NORDESTE
3615;2915700;ITAMARI;Itamari;BA;NORDESTE
3617;2915809;ITAMBÉ;Itambé;BA;NORDESTE
3619;2915908;ITANAGRA;Itanagra;BA;NORDESTE
3621;2916005;ITANHÉM;Itanhém;BA;NORDESTE
3623;2916104;ITAPARICA;Itaparica;BA;NORDESTE
3625;2916203;ITAPÉ;Itapé;BA;NORDESTE
3627;2916302;ITAPEBI;Itapebi;BA;NORDESTE
3629;2916401;ITAPETINGA;Itapetinga;BA;NORDESTE
3631;2916500;ITAPICURU;Itapicuru;BA;NORDESTE
3633;2916609;ITAPITANGA;Itapitanga;BA;NORDESTE
3635;2916708;ITAQUARA;Itaquara;BA;NORDESTE
3637;2916807;ITARANTIM;Itarantim;BA;NORDESTE
3639;2916906;ITIRUÇU;Itiruçu;BA;NORDESTE
3641;2917003;ITIÚBA;Itiúba;BA;NORDESTE
3643;2917102;ITORORÓ;Itororó;BA;NORDESTE
3645;2917201;ITUAÇU;Ituaçu;BA;NORDESTE
3647;2917300;ITUBERÁ;Ituberá;BA;NORDESTE
3649;2917409;JACARACI;Jacaraci;BA;NORDESTE
3651;2917508;JACOBINA;Jacobina;BA;NORDESTE
3653;2917607;JAGUAQUARA;Jaguaquara;BA;NORDESTE
3655;2917706;JAGUARARI;Jaguarari;BA;NORDESTE
3657;2917805;JAGUARIPE;Jaguaripe;BA;NORDESTE
3659;2917904;JANDAÍRA;Jandaíra;BA;NORDESTE
3661;2918001;JEQUIÉ;Jequié;BA;NORDESTE
3663;2918100;JEREMOABO;Jeremoabo;BA;NORDESTE
3665;2918209;JIQUIRIÇÁ;Jiquiriçá;BA;NORDESTE
3667;2918308;JITAÚNA;Jitaúna;BA;NORDESTE
3669;2918407;JUAZEIRO;Juazeiro;BA;NORDESTE
3671;2918506;JUSSARA;Jussara;BA;NORDESTE
3673;2918605;JUSSIAPE;Jussiape;BA;NORDESTE
3675;2918704;LAFAIETE COUTINHO;Lafaiete Coutinho;BA;NORDESTE
3677;2918803;LAJE;Laje;BA;NORDESTE
3679;2918902;LAJEDÃO;Lajedão;BA;NORDESTE
3681;2919009;LAJEDINHO;Lajedinho;BA;NORDESTE
3683;2919108;LAMARÃO;Lamarão;BA;NORDESTE
3685;2919207;LAURO DE FREITAS;Lauro de Freitas;BA;NORDESTE
3687;2919306;LENÇÓIS;Lençóis;BA;NORDESTE
3689;2919405;LICÍNIO DE ALMEIDA;Licínio de Almeida;BA;NORDESTE
3691;2919504;LIVRAMENTO DE NOSSA SENHORA;Livramento de Nossa Senhora;BA;NORDESTE
3693;2919603;MACAJUBA;Macajuba;BA;NORDESTE
3695;2919702;MACARANI;Macarani;BA;NORDESTE
3697;2919801;MACAÚBAS;Macaúbas;BA;NORDESTE
3699;2919900;MACURURÉ;Macururé;BA;NORDESTE
3701;2920007;MAIQUINIQUE;Maiquinique;BA;NORDESTE
3703;2920106;MAIRI;Mairi;BA;NORDESTE
3705;2920205;MALHADA;Malhada;BA;NORDESTE
3707;2920304;MALHADA DE PEDRAS;Malhada de Pedras;BA;NORDESTE
3709;2920403;MANOEL VITORINO;Manoel Vitorino;BA;NORDESTE
3711;2920502;MARACÁS;Maracás;BA;NORDESTE
3713;2920601;MARAGOGIPE;Maragogipe;BA;NORDESTE
3715;2920700;MARAÚ;Maraú;BA;NORDESTE
3717;2920809;MARCIONÍLIO SOUZA;Marcionílio Souza;BA;NORDESTE
3719;2920908;MASCOTE;Mascote;BA;NORDESTE
3721;2921005;MATA DE SÃO JOÃO;Mata de São João;BA;NORDESTE
3723;2921104;MEDEIROS NETO;Medeiros Neto;BA;NORDESTE
3725;2921203;MIGUEL CALMON;Miguel Calmon;BA;NORDESTE
3727;2921302;MILAGRES;Milagres;BA;NORDESTE
3729;2921401;MIRANGABA;Mirangaba;BA;NORDESTE
3731;2921500;MONTE SANTO;Monte Santo;BA;NORDESTE
3733;2921609;MORPARÁ;Morpará;BA;NORDESTE
3735;2921708;MORRO DO CHAPÉU;Morro do Chapéu;BA;NORDESTE
3737;2921807;MORTUGABA;Mortugaba;BA;NORDESTE
3739;2921906;MUCUGÊ;Mucugê;BA;NORDESTE
3741;2922003;MUCURI;Mucuri;BA;NORDESTE
3743;2922102;MUNDO NOVO;Mundo Novo;BA;NORDESTE
3745;2922201;MUNIZ FERREIRA;Muniz Ferreira;BA;NORDESTE
3747;2922300;MURITIBA;Muritiba;BA;NORDESTE
3749;2922409;MUTUÍPE;Mutuípe;BA;NORDESTE
3751;2922508;NAZARÉ;Nazaré;BA;NORDESTE
3753;2922607;NILO PEÇANHA;Nilo Peçanha;BA;NORDESTE
3755;2922706;NOVA CANAÃ;Nova Canaã;BA;NORDESTE
3757;2922805;NOVA ITARANA;Nova Itarana;BA;NORDESTE
3759;2922904;NOVA SOURE;Nova Soure;BA;NORDESTE
3761;2923001;NOVA VIÇOSA;Nova Viçosa;BA;NORDESTE
3763;2923100;OLINDINA;Olindina;BA;NORDESTE
3765;2923209;OLIVEIRA DOS BREJINHOS;Oliveira dos Brejinhos;BA;NORDESTE
3767;2923308;OURIÇANGAS;Ouriçangas;BA;NORDESTE
3769;2923407;PALMAS DE MONTE ALTO;Palmas de Monte Alto;BA;NORDESTE
3771;2923506;PALMEIRAS;Palmeiras;BA;NORDESTE
3773;2923605;PARAMIRIM;Paramirim;BA;NORDESTE
3775;2923704;PARATINGA;Paratinga;BA;NORDESTE
3777;2923803;PARIPIRANGA;Paripiranga;BA;NORDESTE
3779;2923902;PAU BRASIL;Pau Brasil;BA;NORDESTE
3781;2924009;PAULO AFONSO;Paulo Afonso;BA;NORDESTE
3783;2924108;PEDRÃO;Pedrão;BA;NORDESTE
3785;2924207;PEDRO ALEXANDRE;Pedro Alexandre;BA;NORDESTE
3787;2924306;PIATÃ;Piatã;BA;NORDESTE
3789;2924405;PILÃO ARCADO;Pilão Arcado;BA;NORDESTE
3791;2924504;PINDAÍ;Pindaí;BA;NORDESTE
3793;2924603;PINDOBAÇU;Pindobaçu;BA;NORDESTE
3795;2924702;PIRIPÁ;Piripá;BA;NORDESTE
3797;2924801;PIRITIBA;Piritiba;BA;NORDESTE
3799;2924900;PLANALTINO;Planaltino;BA;NORDESTE
3801;2925006;PLANALTO;Planalto;BA;NORDESTE
3803;2925105;POÇÕES;Poções;BA;NORDESTE
3805;2925204;POJUCA;Pojuca;BA;NORDESTE
3807;2925303;PORTO SEGURO;Porto Seguro;BA;NORDESTE
3809;2925402;POTIRAGUÁ;Potiraguá;BA;NORDESTE
3811;2925501;PRADO;Prado;BA;NORDESTE
3813;2925600;PRESIDENTE DUTRA;Presidente Dutra;BA;NORDESTE
3815;2925709;PRESIDENTE JÂNIO QUADROS;Presidente Jânio Quadros;BA;NORDESTE
3817;2925808;QUEIMADAS;Queimadas;BA;NORDESTE
3819;2925907;QUIJINGUE;Quijingue;BA;NORDESTE
3821;2926004;REMANSO;Remanso;BA;NORDESTE
3823;2926103;RETIROLÂNDIA;Retirolândia;BA;NORDESTE
3825;2926202;RIACHÃO DAS NEVES;Riachão das Neves;BA;NORDESTE
3827;2926301;RIACHÃO DO JACUÍPE;Riachão do Jacuípe;BA;NORDESTE
3829;2926400;RIACHO DE SANTANA;Riacho de Santana;BA;NORDESTE
3831;2926509;RIBEIRA DO AMPARO;Ribeira do Amparo;BA;NORDESTE
3833;2926608;RIBEIRA DO POMBAL;Ribeira do Pombal;BA;NORDESTE
3835;2926707;RIO DE CONTAS;Rio de Contas;BA;NORDESTE
3837;2926806;RIO DO ANTÔNIO;Rio do Antônio;BA;NORDESTE
3839;2926905;RIO DO PIRES;Rio do Pires;BA;NORDESTE
3841;2927002;RIO REAL;Rio Real;BA;NORDESTE
3843;2927101;RODELAS;Rodelas;BA;NORDESTE
3845;2927200;RUY BARBOSA;Ruy Barbosa;BA;NORDESTE
3847;2927309;SALINAS DA MARGARIDA;Salinas da Margarida;BA;NORDESTE
3849;2927408;SALVADOR;Salvador;BA;NORDESTE
3851;2927507;SANTA BÁRBARA;Santa Bárbara;BA;NORDESTE
3853;2927606;SANTA BRÍGIDA;Santa Brígida;BA;NORDESTE
3855;2927705;SANTA CRUZ CABRÁLIA;Santa Cruz Cabrália;BA;NORDESTE
3857;2927804;SANTA CRUZ DA VITÓRIA;Santa Cruz da Vitória;BA;NORDESTE
3859;2927903;SANTA INÊS;Santa Inês;BA;NORDESTE
3861;2928000;SANTALUZ;Santaluz;BA;NORDESTE
3863;2928109;SANTA MARIA DA VITÓRIA;Santa Maria da Vitória;BA;NORDESTE
3865;2928208;SANTANA;Santana;BA;NORDESTE
3867;2928307;SANTANÓPOLIS;Santanópolis;BA;NORDESTE
3869;2928505;SANTA TERESINHA;Santa Terezinha;BA;NORDESTE
3871;2928604;SANTO AMARO;Santo Amaro;BA;NORDESTE
3873;2928703;SANTO ANTÔNIO DE JESUS;Santo Antônio de Jesus;BA;NORDESTE
3875;2928802;SANTO ESTÊVÃO;Santo Estêvão;BA;NORDESTE
3877;2928901;SÃO DESIDÉRIO;São Desidério;BA;NORDESTE
3879;2929008;SÃO FÉLIX;São Félix;BA;NORDESTE
3881;2929107;SÃO FELIPE;São Felipe;BA;NORDESTE
3883;2929206;SÃO FRANCISCO DO CONDE;São Francisco do Conde;BA;NORDESTE
3885;2929305;SÃO GONÇALO DOS CAMPOS;São Gonçalo dos Campos;BA;NORDESTE
3887;2929404;SÃO MIGUEL DAS MATAS;São Miguel das Matas;BA;NORDESTE
3889;2929503;SÃO SEBASTIÃO DO PASSÉ;São Sebastião do Passé;BA;NORDESTE
3891;2929602;SAPEAÇU;Sapeaçu;BA;NORDESTE
3893;2929701;SÁTIRO DIAS;Sátiro Dias;BA;NORDESTE
3895;2929800;SAÚDE;Saúde;BA;NORDESTE
3897;2929909;SEABRA;Seabra;BA;NORDESTE
3899;2930006;SEBASTIÃO LARANJEIRAS;Sebastião Laranjeiras;BA;NORDESTE
3901;2930105;SENHOR DO BONFIM;Senhor do Bonfim;BA;NORDESTE
3903;2930204;SENTO SÉ;Sento Sé;BA;NORDESTE
3905;2930303;SERRA DOURADA;Serra Dourada;BA;NORDESTE
3907;2930402;SERRA PRETA;Serra Preta;BA;NORDESTE
3909;2930501;SERRINHA;Serrinha;BA;NORDESTE
3911;2930600;SERROLÂNDIA;Serrolândia;BA;NORDESTE
3913;2930709;SIMÕES FILHO;Simões Filho;BA;NORDESTE
3915;2930808;SOUTO SOARES;Souto Soares;BA;NORDESTE
3917;2930907;TABOCAS DO BREJO VELHO;Tabocas do Brejo Velho;BA;NORDESTE
3919;2931004;TANHAÇU;Tanhaçu;BA;NORDESTE
3921;2931103;TANQUINHO;Tanquinho;BA;NORDESTE
3923;2931202;TAPEROÁ;Taperoá;BA;NORDESTE
3925;2931301;TAPIRAMUTÁ;Tapiramutá;BA;NORDESTE
3927;2931400;TEODORO SAMPAIO;Teodoro Sampaio;BA;NORDESTE
3929;2931509;TEOFILÂNDIA;Teofilândia;BA;NORDESTE
3931;2931608;TEOLÂNDIA;Teolândia;BA;NORDESTE
3933;2931707;TERRA NOVA;Terra Nova;BA;NORDESTE
3935;2931806;TREMEDAL;Tremedal;BA;NORDESTE
3937;2931905;TUCANO;Tucano;BA;NORDESTE
3939;2932002;UAUÁ;Uauá;BA;NORDESTE
3941;2932101;UBAÍRA;Ubaíra;BA;NORDESTE
3943;2932200;UBAITABA;Ubaitaba;BA;NORDESTE
3945;2932309;UBATÃ;Ubatã;BA;NORDESTE
3947;2932408;UIBAÍ;Uibaí;BA;NORDESTE
3949;2932507;UNA;Una;BA;NORDESTE
3951;2932606;URANDI;Urandi;BA;NORDESTE
3953;2932705;URUÇUCA;Uruçuca;BA;NORDESTE
3955;2932804;UTINGA;Utinga;BA;NORDESTE
3957;2932903;VALENÇA;Valença;BA;NORDESTE
3959;2933000;VALENTE;Valente;BA;NORDESTE
3961;2933109;VÁRZEA DO POÇO;Várzea do Poço;BA;NORDESTE
3963;2933208;VERA CRUZ;Vera Cruz;BA;NORDESTE
3965;2933307;VITÓRIA DA CONQUISTA;Vitória da Conquista;BA;NORDESTE
3967;2933406;WAGNER;Wagner;BA;NORDESTE
3969;2933505;WENCESLAU GUIMARÃES;Wenceslau Guimarães;BA;NORDESTE
3971;2933604;XIQUE-XIQUE;Xique-Xique;BA;NORDESTE
3973;2919157;LAPÃO;Lapão;BA;NORDESTE
3975;2919959;MAETINGA;Maetinga;BA;NORDESTE
3977;2920452;MANSIDÃO;Mansidão;BA;NORDESTE
3979;2922656;NORDESTINA;Nordestina;BA;NORDESTE
3981;2924058;PÉ DE SERRA;Pé de Serra;BA;NORDESTE
3983;2924652;PINTADAS;Pintadas;BA;NORDESTE
3985;2925956;RAFAEL JAMBEIRO;Rafael Jambeiro;BA;NORDESTE
3987;2928059;SANTA LUZIA;Santa Luzia;BA;NORDESTE
3989;2929255;SÃO GABRIEL;São Gabriel;BA;NORDESTE
3991;2931053;TANQUE NOVO;Tanque Novo;BA;NORDESTE
3993;2931350;TEIXEIRA DE FREITAS;Teixeira de Freitas;BA;NORDESTE
3995;2933158;VÁRZEA NOVA;Várzea Nova;BA;NORDESTE
3997;2933059;VÁRZEA DA ROÇA;Várzea da Roça;BA;NORDESTE
3999;2933455;WANDERLEY;Wanderley;BA;NORDESTE
1110;2903276;BARROCAS;Barrocas;BA;NORDESTE
1112;2919553;LUÍS EDUARDO MAGALHÃES;Luís Eduardo Magalhães;BA;NORDESTE
9859;2917359;JABORANDI;Jaborandi;BA;NORDESTE
983;2303659;CATUNDA;Catunda;CE;NORDESTE
985;2307254;JIJOCA DE JERICOACOARA;Jijoca de Jericoacoara;CE;NORDESTE
987;2304459;FORTIM;Fortim;CE;NORDESTE
989;2301257;ARARENDÁ;Ararendá;CE;NORDESTE
991;2306256;ITAITINGA;Itaitinga;CE;NORDESTE
993;2303931;CHORÓ;Choró;CE;NORDESTE
1231;2300150;ACARAPE;Acarape;CE;NORDESTE
1233;2301851;BANABUIÚ;Banabuiú;CE;NORDESTE
1235;2301950;BARREIRA;Barreira;CE;NORDESTE
1237;2302057;BARROQUINHA;Barroquinha;CE;NORDESTE
1239;2303956;CHOROZINHO;Chorozinho;CE;NORDESTE
1241;2304236;CROATÁ;Croatá;CE;NORDESTE
1243;2304269;DEPUTADO IRAPUAN PINHEIRO;Deputado Irapuan Pinheiro;CE;NORDESTE
1245;2304277;ERERÊ;Ereré;CE;NORDESTE
1247;2304285;EUSÉBIO;Eusébio;CE;NORDESTE
1249;2304657;GRAÇA;Graça;CE;NORDESTE
1251;2304954;GUAIÚBA;Guaiúba;CE;NORDESTE
1253;2305233;HORIZONTE;Horizonte;CE;NORDESTE
1255;2305266;IBARETAMA;Ibaretama;CE;NORDESTE
1257;2305332;IBICUITINGA;Ibicuitinga;CE;NORDESTE
1259;2305654;IPAPORANGA;Ipaporanga;CE;NORDESTE
1261;2307635;MADALENA;Madalena;CE;NORDESTE
1263;2308377;MIRAÍMA;Miraíma;CE;NORDESTE
1265;2309458;OCARA;Ocara;CE;NORDESTE
1267;2310852;PINDORETAMA;Pindoretama;CE;NORDESTE
1269;2310951;PIRES FERREIRA;Pires Ferreira;CE;NORDESTE
1271;2311231;POTIRETAMA;Potiretama;CE;NORDESTE
1273;2311959;SALITRE;Salitre;CE;NORDESTE
1275;2313252;TARRAFAS;Tarrafas;CE;NORDESTE
1277;2313351;TEJUÇUOCA;Tejuçuoca;CE;NORDESTE
1279;2313559;TURURU;Tururu;CE;NORDESTE
1301;2300101;ABAIARA;Abaiara;CE;NORDESTE
1303;2300200;ACARAÚ;Acaraú;CE;NORDESTE
1305;2300309;ACOPIARA;Acopiara;CE;NORDESTE
1307;2300408;AIUABA;Aiuaba;CE;NORDESTE
1309;2300507;ALCÂNTARAS;Alcântaras;CE;NORDESTE
1311;2300606;ALTANEIRA;Altaneira;CE;NORDESTE
1313;2300705;ALTO SANTO;Alto Santo;CE;NORDESTE
1315;2300804;ANTONINA DO NORTE;Antonina do Norte;CE;NORDESTE
1317;2300903;APUIARÉS;Apuiarés;CE;NORDESTE
1319;2301000;AQUIRAZ;Aquiraz;CE;NORDESTE
1321;2301109;ARACATI;Aracati;CE;NORDESTE
1323;2301208;ARACOIABA;Aracoiaba;CE;NORDESTE
1325;2301307;ARARIPE;Araripe;CE;NORDESTE
1327;2301406;ARATUBA;Aratuba;CE;NORDESTE
1329;2301505;ARNEIROZ;Arneiroz;CE;NORDESTE
1331;2301604;ASSARÉ;Assaré;CE;NORDESTE
1333;2301703;AURORA;Aurora;CE;NORDESTE
1335;2301802;BAIXIO;Baixio;CE;NORDESTE
1337;2301901;BARBALHA;Barbalha;CE;NORDESTE
1339;2302008;BARRO;Barro;CE;NORDESTE
1341;2302107;BATURITÉ;Baturité;CE;NORDESTE
1343;2302206;BEBERIBE;Beberibe;CE;NORDESTE
1345;2302305;BELA CRUZ;Bela Cruz;CE;NORDESTE
1347;2302404;BOA VIAGEM;Boa Viagem;CE;NORDESTE
1349;2302503;BREJO SANTO;Brejo Santo;CE;NORDESTE
1351;2302602;CAMOCIM;Camocim;CE;NORDESTE
1353;2302701;CAMPOS SALES;Campos Sales;CE;NORDESTE
1355;2302800;CANINDÉ;Canindé;CE;NORDESTE
1357;2302909;CAPISTRANO;Capistrano;CE;NORDESTE
1359;2303006;CARIDADE;Caridade;CE;NORDESTE
1361;2303105;CARIRÉ;Cariré;CE;NORDESTE
1363;2303204;CARIRIAÇU;Caririaçu;CE;NORDESTE
1365;2303303;CARIÚS;Cariús;CE;NORDESTE
1367;2303402;CARNAUBAL;Carnaubal;CE;NORDESTE
1369;2303501;CASCAVEL;Cascavel;CE;NORDESTE
1371;2303600;CATARINA;Catarina;CE;NORDESTE
1373;2303709;CAUCAIA;Caucaia;CE;NORDESTE
1375;2303808;CEDRO;Cedro;CE;NORDESTE
1377;2303907;CHAVAL;Chaval;CE;NORDESTE
1381;2304004;COREAÚ;Coreaú;CE;NORDESTE
1383;2304103;CRATEÚS;Crateús;CE;NORDESTE
1385;2304202;CRATO;Crato;CE;NORDESTE
1387;2304301;FARIAS BRITO;Farias Brito;CE;NORDESTE
1389;2304400;FORTALEZA;Fortaleza;CE;NORDESTE
1391;2304509;FRECHEIRINHA;Frecheirinha;CE;NORDESTE
1393;2304608;GENERAL SAMPAIO;General Sampaio;CE;NORDESTE
1395;2304707;GRANJA;Granja;CE;NORDESTE
1397;2304806;GRANJEIRO;Granjeiro;CE;NORDESTE
1399;2304905;GROAÍRAS;Groaíras;CE;NORDESTE
1401;2305001;GUARACIABA DO NORTE;Guaraciaba do Norte;CE;NORDESTE
1403;2305100;GUARAMIRANGA;Guaramiranga;CE;NORDESTE
1405;2305209;HIDROLÂNDIA;Hidrolândia;CE;NORDESTE
1407;2305308;IBIAPINA;Ibiapina;CE;NORDESTE
1409;2305407;ICÓ;Icó;CE;NORDESTE
1411;2305506;IGUATU;Iguatu;CE;NORDESTE
1413;2305605;INDEPENDÊNCIA;Independência;CE;NORDESTE
1415;2305704;IPAUMIRIM;Ipaumirim;CE;NORDESTE
1417;2305803;IPU;Ipu;CE;NORDESTE
1419;2305902;IPUEIRAS;Ipueiras;CE;NORDESTE
1421;2306009;IRACEMA;Iracema;CE;NORDESTE
1423;2306108;IRAUÇUBA;Irauçuba;CE;NORDESTE
1425;2306207;ITAIÇABA;Itaiçaba;CE;NORDESTE
1427;2306306;ITAPAJÉ;Itapajé;CE;NORDESTE
1429;2306405;ITAPIPOCA;Itapipoca;CE;NORDESTE
1431;2306504;ITAPIÚNA;Itapiúna;CE;NORDESTE
1433;2306603;ITATIRA;Itatira;CE;NORDESTE
1435;2306702;JAGUARETAMA;Jaguaretama;CE;NORDESTE
1437;2306801;JAGUARIBARA;Jaguaribara;CE;NORDESTE
1439;2306900;JAGUARIBE;Jaguaribe;CE;NORDESTE
1441;2307007;JAGUARUANA;Jaguaruana;CE;NORDESTE
1443;2307106;JARDIM;Jardim;CE;NORDESTE
1445;2307205;JATI;Jati;CE;NORDESTE
1447;2307304;JUAZEIRO DO NORTE;Juazeiro do Norte;CE;NORDESTE
1449;2307403;JUCÁS;Jucás;CE;NORDESTE
1451;2307502;LAVRAS DA MANGABEIRA;Lavras da Mangabeira;CE;NORDESTE
1453;2307601;LIMOEIRO DO NORTE;Limoeiro do Norte;CE;NORDESTE
1455;2307700;MARANGUAPE;Maranguape;CE;NORDESTE
1457;2307809;MARCO;Marco;CE;NORDESTE
1459;2307908;MARTINÓPOLE;Martinópole;CE;NORDESTE
1461;2308005;MASSAPÊ;Massapê;CE;NORDESTE
1463;2308104;MAURITI;Mauriti;CE;NORDESTE
1465;2308203;MERUOCA;Meruoca;CE;NORDESTE
1467;2308302;MILAGRES;Milagres;CE;NORDESTE
1469;2308401;MISSÃO VELHA;Missão Velha;CE;NORDESTE
1471;2308500;MOMBAÇA;Mombaça;CE;NORDESTE
1473;2308609;MONSENHOR TABOSA;Monsenhor Tabosa;CE;NORDESTE
1475;2308708;MORADA NOVA;Morada Nova;CE;NORDESTE
1477;2308807;MORAÚJO;Moraújo;CE;NORDESTE
1479;2308906;MORRINHOS;Morrinhos;CE;NORDESTE
1481;2309003;MUCAMBO;Mucambo;CE;NORDESTE
1483;2309102;MULUNGU;Mulungu;CE;NORDESTE
1485;2309201;NOVA OLINDA;Nova Olinda;CE;NORDESTE
1487;2309300;NOVA RUSSAS;Nova Russas;CE;NORDESTE
1489;2309409;NOVO ORIENTE;Novo Oriente;CE;NORDESTE
1491;2309508;ORÓS;Orós;CE;NORDESTE
1493;2309607;PACAJUS;Pacajus;CE;NORDESTE
1495;2309706;PACATUBA;Pacatuba;CE;NORDESTE
1497;2309805;PACOTI;Pacoti;CE;NORDESTE
1499;2309904;PACUJÁ;Pacujá;CE;NORDESTE
1501;2310001;PALHANO;Palhano;CE;NORDESTE
1503;2310100;PALMÁCIA;Palmácia;CE;NORDESTE
1505;2310209;PARACURU;Paracuru;CE;NORDESTE
1507;2310308;PARAMBU;Parambu;CE;NORDESTE
1509;2310407;PARAMOTI;Paramoti;CE;NORDESTE
1511;2310506;PEDRA BRANCA;Pedra Branca;CE;NORDESTE
1513;2310605;PENAFORTE;Penaforte;CE;NORDESTE
1515;2310704;PENTECOSTE;Pentecoste;CE;NORDESTE
1517;2310803;PEREIRO;Pereiro;CE;NORDESTE
1519;2310902;PIQUET CARNEIRO;Piquet Carneiro;CE;NORDESTE
1521;2311009;PORANGA;Poranga;CE;NORDESTE
1523;2311108;PORTEIRAS;Porteiras;CE;NORDESTE
1525;2311207;POTENGI;Potengi;CE;NORDESTE
1527;2311306;QUIXADÁ;Quixadá;CE;NORDESTE
1529;2311405;QUIXERAMOBIM;Quixeramobim;CE;NORDESTE
1531;2311504;QUIXERÉ;Quixeré;CE;NORDESTE
1533;2311603;REDENÇÃO;Redenção;CE;NORDESTE
1535;2311702;RERIUTABA;Reriutaba;CE;NORDESTE
1537;2311801;RUSSAS;Russas;CE;NORDESTE
1539;2311900;SABOEIRO;Saboeiro;CE;NORDESTE
1541;2312007;SANTANA DO ACARAÚ;Santana do Acaraú;CE;NORDESTE
1543;2312106;SANTANA DO CARIRI;Santana do Cariri;CE;NORDESTE
1545;2312205;SANTA QUITÉRIA;Santa Quitéria;CE;NORDESTE
1547;2312304;SÃO BENEDITO;São Benedito;CE;NORDESTE
1549;2312403;SÃO GONÇALO DO AMARANTE;São Gonçalo do Amarante;CE;NORDESTE
1551;2312502;SÃO JOÃO DO JAGUARIBE;São João do Jaguaribe;CE;NORDESTE
1553;2312601;SÃO LUÍS DO CURU;São Luís do Curu;CE;NORDESTE
1555;2312700;SENADOR POMPEU;Senador Pompeu;CE;NORDESTE
1557;2312809;SENADOR SÁ;Senador Sá;CE;NORDESTE
1559;2312908;SOBRAL;Sobral;CE;NORDESTE
1561;2313005;SOLONÓPOLE;Solonópole;CE;NORDESTE
1563;2313104;TABULEIRO DO NORTE;Tabuleiro do Norte;CE;NORDESTE
1565;2313203;TAMBORIL;Tamboril;CE;NORDESTE
1567;2313302;TAUÁ;Tauá;CE;NORDESTE
1569;2313401;TIANGUÁ;Tianguá;CE;NORDESTE
1571;2313500;TRAIRI;Trairi;CE;NORDESTE
1573;2313609;UBAJARA;Ubajara;CE;NORDESTE
1575;2313708;UMARI;Umari;CE;NORDESTE
1577;2313807;URUBURETAMA;Uruburetama;CE;NORDESTE
1579;2313906;URUOCA;Uruoca;CE;NORDESTE
1581;2314003;VÁRZEA ALEGRE;Várzea Alegre;CE;NORDESTE
1583;2314102;VIÇOSA DO CEARÁ;Viçosa do Ceará;CE;NORDESTE
1585;2307650;MARACANAÚ;Maracanaú;CE;NORDESTE
1587;2300754;AMONTADA;Amontada;CE;NORDESTE
1589;2304251;CRUZ;Cruz;CE;NORDESTE
1591;2304350;FORQUILHA;Forquilha;CE;NORDESTE
1593;2305357;ICAPUÍ;Icapuí;CE;NORDESTE
1595;2306553;ITAREMA;Itarema;CE;NORDESTE
1597;2308351;MILHÃ;Milhã;CE;NORDESTE
1599;2310258;PARAIPABA;Paraipaba;CE;NORDESTE
9853;2311355;QUIXELÔ;Quixelô;CE;NORDESTE
9855;2313757;UMIRIM;Umirim;CE;NORDESTE
9857;2313955;VARJOTA;Varjota;CE;NORDESTE
9917;2311264;QUITERIANÓPOLIS;Quiterianópolis;CE;NORDESTE
9701;5300108;BRASÍLIA;Brasília;DF;CENTRO-OESTE
758;3201159;BREJETUBA;Brejetuba;ES;SUDESTE
760;3203320;MARATAÍZES;Marataízes;ES;SUDESTE
762;3204252;PONTO BELO;Ponto Belo;ES;SUDESTE
764;3204955;SÃO ROQUE DO CANAÃ;São Roque do Canaã;ES;SUDESTE
766;3205010;SOORETAMA;Sooretama;ES;SUDESTE
768;3205176;VILA VALÉRIO;Vila Valério;ES;SUDESTE
2929;3203346;MARECHAL FLORIANO;Marechal Floriano;ES;SUDESTE
2931;3202652;IRUPI;Irupi;ES;SUDESTE
2933;3204658;SÃO DOMINGOS DO NORTE;São Domingos do Norte;ES;SUDESTE
2935;3205150;VILA PAVÃO;Vila Pavão;ES;SUDESTE
